copy_id,@freememory,@totalmemory,@datarate
0.0,4930041264,5722079232,545.5537370430987
3.0,4930041264,5722079232,549.2996429552321
4.0,4877071776,5722079232,559.4405594405595
1.0,4548898296,5722079232,526.454330086865
2.0,4317932040,5722079232,515.0656708730363
0.0,8053609016,8258584576,697.5933031042902
4.0,7727360712,8258584576,675.219446320054
3.0,7647326024,8258584576,664.8936170212766
1.0,7486334248,8258584576,684.931506849315
2.0,7221323736,8258584576,685.1661527920521
4.0,6437096160,8259108864,699.7900629811056
0.0,6412882600,8259108864,670.2412868632708
1.0,6359755936,8259108864,708.9684509039348
3.0,6280334176,8259108864,691.8021445866482
2.0,6041748248,8259108864,701.0164738871364
0.0,8849900632,12029788160,718.132854578097
1.0,8796471192,12029788160,722.8044813877846
3.0,8672392792,12029788160,714.2857142857143
4.0,8630828800,12029788160,697.5933031042902
2.0,8548152072,12029788160,725.1631617113851
1.0,11337189880,12031361024,694.2034015966678
0.0,11333434416,12031361024,684.2285323297981
4.0,11209189336,12031361024,692.2810661128418
3.0,11126323408,12031361024,687.757909215956
2.0,10919212376,12031361024,680.7351940095303
1.0,3546743200,12031361024,741.2898443291327
2.0,3352265920,12031361024,771.3073659853452
3.0,3186790856,12031361024,731.528895391368
0.0,3020775016,12031361024,704.4734061289187
4.0,3020775016,12031361024,711.7437722419929
2.0,5422125288,11424235520,722.0216606498195
1.0,5380727888,11424235520,702.2471910112359
3.0,5024516256,11424235520,700.2801120448179
0.0,4826875000,11424235520,702.4938531787847
4.0,4826875000,11424235520,701.7543859649123
2.0,7163566392,11050418176,753.5795026375282
1.0,7032055608,11050418176,751.8796992481203
3.0,6578512792,11050418176,744.324525493115
4.0,6578512792,11050418176,753.0120481927711
0.0,6389652072,11050418176,740.1924500370096
4.0,8084605720,10496245760,814.3322475570033
1.0,7939573408,10496245760,748.2229704451927
2.0,7867659720,10496245760,727.2727272727273
3.0,7364127736,10496245760,738.8252678241596
0.0,7184231120,10496245760,739.9186089530152
4.0,9402969072,10162274304,811.6883116883117
1.0,8741081520,10162274304,748.502994011976
2.0,8397687544,10162274304,727.0083605961469
3.0,8089796240,10162274304,738.0073800738007
0.0,7918099592,10162274304,739.3715341959335
4.0,9258861888,9658957824,684.6970215679562
1.0,8931047976,9658957824,724.112961622013
2.0,8425112880,9658957824,706.4641469445426
3.0,8261377528,9658957824,716.3323782234957
0.0,8097642208,9658957824,718.9072609633357
4.0,9130430888,9359065088,711.7437722419929
1.0,9036545448,9359065088,726.4802034144569
2.0,8381089264,9359065088,709.7232079488999
3.0,8224972640,9359065088,715.307582260372
0.0,8131300288,9359065088,719.165767709457
1.0,1449612376,9359065088,732.8691828508611
4.0,8264671784,8902934528,675.219446320054
3.0,7876819560,8902934528,719.9424046076314
2.0,7579023456,8902934528,686.3417982155113
0.0,7371150632,8902934528,682.1282401091405
1.0,7992121216,8632926208,745.9903021260724
4.0,7849985096,8632926208,789.8894154818325
3.0,6913037744,8632926208,740.1924500370096
2.0,6571506320,8632926208,737.4631268436578
0.0,6344824976,8632926208,739.0983000739099
