copy_id,@freememory,@totalmemory,@datarate
5.0,2539382728,11859918848,391.15978877371407
10.0,2359658488,11859918848,421.05263157894734
4.0,2285223904,11859918848,384.61538461538464
13.0,1786766928,11859918848,430.20004302000433
8.0,1495544360,11859918848,400.16006402561027
18.0,11038543416,11862016000,450.5519261094841
1.0,10905417608,11862016000,367.6470588235294
0.0,10838061624,11862016000,367.4444240308653
3.0,10810120288,11862016000,369.7541135145128
12.0,10119242272,11862016000,411.1842105263158
2.0,10781896416,11547443200,347.9471120389701
7.0,9824377344,11547443200,358.9375448671931
6.0,9394492328,11547443200,352.7336860670194
20.0,9349807232,11547443200,430.8487720809996
11.0,8819378336,11547443200,375.37537537537537
24.0,8423873672,11547443200,460.1932811780948
14.0,8110961936,11547443200,380.1558639042007
23.0,7779360552,11547443200,443.5573297848747
15.0,6478678528,11547443200,374.11148522259634
22.0,6104033360,11547443200,419.02367483762833
21.0,5566111144,11547443200,407.24903278354714
17.0,5030963344,11547443200,372.85607755406414
9.0,1712597896,11547443200,328.7310979618672
19.0,11010068304,11552161792,365.09675063891933
16.0,7758803688,11552161792,328.893274132544
10.0,8574490680,11553210368,597.5500448162534
13.0,7249049520,11553210368,587.1990604815032
18.0,7049793912,11553210368,598.8023952095808
4.0,6611502440,11553210368,569.1519635742743
8.0,6476432768,11553210368,580.3830528148578
5.0,6330808120,11553210368,561.0098176718093
12.0,5517850232,11553210368,588.754783632617
3.0,4581058672,11553210368,564.8121999435187
24.0,2383667968,11553210368,619.7706848466067
20.0,2181754024,11553210368,600.6006006006006
1.0,1999461352,11553210368,527.9831045406547
23.0,10834686736,11556880384,599.5203836930456
2.0,10819023728,11556880384,554.1701302299806
7.0,10217688256,11556880384,560.0672080649678
6.0,8317028624,11556880384,540.8328826392644
21.0,7953944872,11556880384,589.2751915144372
11.0,7148269008,11556880384,532.9070077271516
14.0,6072004736,11556880384,528.5412262156448
22.0,4778831784,11556880384,537.7789728421619
15.0,3970838416,11556880384,523.4231876472128
17.0,2804640208,11556880384,526.454330086865
9.0,10418802200,11564220416,534.75935828877
0.0,6306554080,11564220416,384.0983291722681
16.0,5891126360,11564220416,530.5039787798408
19.0,11042639592,11573133312,444.9388209121246
10.0,3885228512,11573133312,641.025641025641
13.0,2317754352,11573133312,637.1455877668047
18.0,2154460832,11573133312,638.1620931716656
8.0,10852766808,11580997632,621.8905472636816
12.0,10428489072,11580997632,629.7229219143577
4.0,10372844072,11580997632,610.6870229007634
5.0,9875022960,11580997632,607.90273556231
3.0,7428922848,11580997632,595.5926146515783
24.0,6634582344,11580997632,620.3473945409429
20.0,5341850160,11580997632,603.5003017501509
23.0,4595690256,11580997632,618.0469715698393
1.0,3400476952,11580997632,576.7012687427913
21.0,11061873976,11592531968,603.864734299517
6.0,9112072016,11592531968,569.6382796923954
7.0,8353622072,11592531968,534.1880341880342
11.0,5881392632,11592531968,541.2719891745602
14.0,4629018336,11592531968,538.5029617662897
15.0,1888118424,11592531968,530.7855626326964
9.0,10866199352,11600920576,564.3340857787811
0.0,9659846432,11600920576,606.060606060606
17.0,9440788472,11600920576,511.5089514066496
2.0,6575398744,11600920576,411.26876413736375
16.0,4426273200,11600920576,538.5029617662897
19.0,9453742584,11614552064,533.6179295624333
10.0,9248537288,11614552064,637.7551020408164
18.0,7368399744,11614552064,635.7279084551811
13.0,7316757288,11614552064,632.3110970597534
8.0,4901802288,11614552064,619.1950464396285
12.0,4812951240,11614552064,626.1740763932373
4.0,4118252240,11614552064,614.8170919151553
5.0,3191993312,11614552064,606.7961165048544
22.0,2838552672,11614552064,359.45363048166786
24.0,1133883312,11614552064,627.3525721455458
3.0,9655827160,11622940672,585.8230814294083
20.0,9655760056,11622940672,617.6652254478073
23.0,9034402496,11622940672,619.9628022318661
1.0,5368816728,11622940672,580.7200929152149
21.0,4988633264,11622940672,615.1953245155337
6.0,10311546312,11635523584,565.9309564233164
7.0,10169823152,11635523584,575.5395683453237
9.0,1553423824,11635523584,562.429696287964
11.0,1157284224,11635523584,492.61083743842363
14.0,977295016,11635523584,504.9229992426155
15.0,10434032704,11643912192,525.4860746190226
0.0,8310292920,11643912192,531.0674455655868
10.0,4992923904,11643912192,642.2607578676943
17.0,3983630320,11643912192,485.201358563804
16.0,3655076224,11643912192,537.7789728421619
13.0,2851052032,11643912192,638.1620931716656
18.0,2712177400,11643912192,634.3165239454488
8.0,10012861232,11657543680,623.8303181534623
12.0,9685253528,11657543680,620.3473945409429
4.0,8473422872,11657543680,612.369871402327
2.0,7573916552,11657543680,447.6275738585497
5.0,7049062936,11657543680,603.6824630244491
20.0,4417094704,11657543680,624.6096189881324
24.0,4264772800,11657543680,592.2416345869115
23.0,3461084392,11657543680,618.4291898577612
3.0,3079123208,11657543680,601.5037593984962
19.0,2060301960,11657543680,464.5760743321719
22.0,1795603976,11657543680,533.4755934915978
21.0,9877174896,11665932288,617.6652254478073
1.0,7865301920,11665932288,581.0575246949448
7.0,1985207512,11665932288,577.0340450086555
6.0,1365783880,11665932288,566.7327854916407
9.0,2577136704,11678515200,562.7462014631401
15.0,10944962000,11685855232,554.4774050457444
10.0,10888239656,11685855232,637.7551020408164
11.0,10359586552,11685855232,534.045393858478
14.0,10307976408,11685855232,534.4735435595938
13.0,8686082600,11685855232,637.7551020408164
18.0,8414252544,11685855232,634.9206349206349
8.0,4860787744,11685855232,626.5664160401003
12.0,4448152016,11685855232,624.4146113019044
4.0,3017488040,11685855232,620.3473945409429
16.0,2971380392,11685855232,539.3743257820928
5.0,1126558400,11685855232,613.4969325153374
20.0,9124753400,11697389568,616.7129201356769
2.0,8908745096,11697389568,564.652738565782
23.0,8461065744,11697389568,624.2197253433209
24.0,8461049640,11697389568,610.3143118706133
3.0,6731190936,11697389568,600.9615384615385
21.0,4046970800,11697389568,617.8560395427866
0.0,3983418024,11697389568,405.0222762251924
22.0,11171049408,11704205312,534.4735435595938
19.0,10574560512,11704205312,523.8344683080147
1.0,10000047072,11704205312,577.8676683039583
7.0,4285011232,11704205312,579.5421616922631
6.0,2783200680,11704205312,566.4117813650524
17.0,889875432,11704205312,347.40316136876845
10.0,6655364216,11715215360,640.2048655569782
18.0,3949572912,11715215360,636.3347120585428
13.0,3687804488,11715215360,625.9780907668231
9.0,3216905880,11715215360,553.2503457814661
15.0,1465806904,11715215360,557.7244841048522
8.0,10588427784,11721506816,627.9434850863422
11.0,10229866568,11721506816,540.1026194977046
14.0,10045597472,11721506816,540.2485143165857
12.0,9647317488,11721506816,619.0034045187249
5.0,6441051784,11721506816,619.0034045187249
4.0,6313459504,11721506816,587.0267097152921
23.0,4376937536,11721506816,634.3165239454488
20.0,3363690784,11721506816,607.7180188392585
16.0,3320249336,11721506816,544.5140212360468
24.0,2712441024,11721506816,606.060606060606
21.0,9962030528,11729895424,625.7822277847309
3.0,9946273944,11729895424,582.2416302765648
2.0,8088806952,11729895424,529.3806246691371
1.0,1274900688,11729895424,561.7977528089888
22.0,1198905824,11729895424,545.404963185165
19.0,8583129608,11736186880,513.874614594039
7.0,7457202992,11736186880,583.4305717619603
6.0,5491610264,11736186880,576.036866359447
10.0,2557164456,11736186880,636.7398917542184
0.0,10999075304,11744575488,405.1863857374392
13.0,9950972720,11744575488,633.9144215530903
18.0,8120684936,11744575488,599.1611743559017
8.0,5770550848,11744575488,626.5664160401003
12.0,4096561312,11744575488,614.4393241167435
15.0,3485049240,11744575488,568.3432793407218
9.0,1930906232,11744575488,524.7966413014957
5.0,1163602544,11744575488,620.7324643078833
11.0,11004273696,11749818368,551.4199062586159
