copy_id,@freememory,@totalmemory,@datarate
6.0,1811016944,11863588864,374.3215422047539
14.0,10360726040,11857821696,402.7386226339106
17.0,8733504328,11857821696,406.17384240454913
16.0,1773670648,11857821696,359.45363048166786
13.0,10208006064,11862540288,340.77355597205656
11.0,8879814416,11783372800,311.04199066874025
1.0,8645979216,11783372800,283.5270768358378
5.0,8602236304,11783372800,291.8004085205719
0.0,8602236304,11783372800,283.3262501770789
26.0,8127822056,11783372800,381.0975609756098
22.0,7814962144,11783372800,353.045013239188
15.0,7128515768,11783372800,315.8559696778269
10.0,6410559456,11783372800,298.81966233378154
7.0,5127291992,11783372800,285.5103497501784
8.0,4778714328,11783372800,286.0411899313501
3.0,3833348264,11783372800,270.7092582566324
2.0,2681557792,11783372800,265.2871733651678
19.0,1736352880,11783372800,309.02348578491967
29.0,8738745352,11789139968,350.0787677227376
12.0,8337706968,11789139968,276.16680475006905
24.0,6902533672,11789139968,314.6633102580239
23.0,5089311784,11789139968,304.64584920030467
30.0,3822083048,11789139968,332.50207813798835
33.0,3370641768,11789139968,351.74111853675697
4.0,3360626592,11789139968,243.605359317905
9.0,3236969320,11789139968,252.97242600556538
28.0,1986075592,11789139968,313.23414252153486
32.0,1551330864,11789139968,336.870473303015
20.0,9989559744,11793858560,270.92928745597396
27.0,3752654024,11793858560,277.54648903691367
36.0,3408578208,11793858560,320.2049311559398
37.0,2881283712,11793858560,322.8931223764934
21.0,2542074280,11793858560,253.0044275774826
31.0,10292610824,11799625728,282.3662289990117
25.0,8668887344,11799625728,254.4853034737244
35.0,8238257584,11799625728,294.4640753828033
34.0,6591611912,11799625728,284.6569883290635
18.0,5648439256,11799625728,227.27272727272728
38.0,2825013080,11799625728,287.5215641173088
17.0,1660339176,11799625728,463.9294827186268
22.0,7921545576,11809587200,590.4930617065249
13.0,6483702256,11809587200,495.6629491945477
39.0,4680187144,11809587200,265.0059626341593
16.0,4161341848,11809587200,458.29514207149407
5.0,9432957704,11815878656,478.35446065534563
8.0,7899525664,11815878656,500.5005005005005
14.0,6748921376,11815878656,349.5281370150297
6.0,11067741472,11830034432,315.01023783272956
19.0,9965830688,11830034432,451.8752824220515
26.0,8890443352,11830034432,396.58933174697603
0.0,8551619032,11830034432,391.84952978056424
7.0,7476989480,11830034432,407.0832485243232
29.0,6678744680,11830034432,450.14629754670267
11.0,4568468752,11830034432,366.36746656896867
10.0,4024468528,11830034432,377.0028275212064
12.0,2406551768,11830034432,419.90342221289103
