copy_id,@freememory,@totalmemory,@datarate
1.0,8227309344,11953766400,420.43304603741853
0.0,8016503032,11953766400,418.41004184100416
2.0,7586828432,11953766400,414.3360265175057
4.0,7117643848,11953766400,416.9272461955389
11.0,6840666696,11953766400,458.1901489117984
10.0,6428833160,11953766400,447.7277815088426
15.0,6428833160,11953766400,475.39814594723083
12.0,6368617448,11953766400,458.9261128958238
5.0,6203409280,11953766400,414.0786749482402
3.0,6166615920,11953766400,404.28542551041033
16.0,10864880984,11514413056,430.01505052676845
17.0,10823451832,11514413056,433.5573379579449
8.0,10627128432,11514413056,383.8771593090211
7.0,10378769760,11514413056,379.8670465337132
14.0,10101950904,11514413056,411.8616144975288
9.0,9906361752,11514413056,386.9969040247678
13.0,9803618872,11514413056,404.61258345134536
18.0,9618949448,11514413056,426.9854824935952
6.0,9008513096,11514413056,364.963503649635
0.0,4827556552,11698962432,556.947925368978
1.0,4058595920,11698962432,541.8585749119479
2.0,3095132144,11698962432,537.0569280343716
4.0,2740298112,11698962432,540.1026194977046
11.0,2331282512,11698962432,538.5029617662897
15.0,2276340600,11698962432,544.2176870748299
8.0,2020914672,11698962432,631.3131313131313
10.0,1909961296,11698962432,538.2131324004306
12.0,1887784560,11698962432,539.2289026691831
16.0,1855346808,11698962432,622.2775357809583
5.0,1445031912,11698962432,533.1911490269262
3.0,11068498480,11703156736,524.3838489774515
7.0,10845359112,11703156736,605.3268765133172
14.0,10636425336,11703156736,607.1645415907711
17.0,10262082112,11703156736,587.1990604815032
13.0,10096843192,11703156736,603.1363088057901
18.0,10064066176,11703156736,606.060606060606
6.0,9590762920,11703156736,609.570252971655
9.0,9517174504,11703156736,590.6674542232723
0.0,7445124712,11712069632,652.1030322791001
1.0,6920174824,11712069632,656.1679790026246
15.0,4818437664,11712069632,649.1398896462188
16.0,3870314752,11712069632,638.1620931716656
10.0,3827542008,11712069632,636.3347120585428
4.0,3565512664,11712069632,613.685179502915
2.0,3161733520,11712069632,599.3407252022774
13.0,2507281952,11712069632,655.9527714004591
8.0,2005611008,11712069632,598.4440454817475
11.0,2005611008,11712069632,592.0663114268798
18.0,1940937008,11712069632,644.5375443119561
17.0,1657682392,11712069632,632.1112515802781
12.0,11252035504,11708399616,580.2146794313896
5.0,10663585104,11708399616,577.8676683039583
3.0,10456880704,11708399616,585.480093676815
14.0,10434325368,11708399616,593.1198102016607
7.0,10238981672,11708399616,586.1664712778429
6.0,7924513920,11708399616,568.1818181818181
9.0,7717809504,11708399616,565.9309564233164
1.0,8585577056,11722031104,647.878198898607
0.0,7550057208,11722031104,613.685179502915
4.0,5894489632,11722031104,660.9385327164574
15.0,5753075888,11722031104,631.1139160618492
10.0,4631008576,11722031104,625.9780907668231
16.0,3836139944,11722031104,609.3845216331505
13.0,3229634064,11722031104,624.02496099844
18.0,3163992504,11722031104,633.5128286347799
2.0,2804806432,11722031104,602.9544769369912
12.0,2717588704,11722031104,646.4124111182934
17.0,2347238488,11722031104,623.4413965087282
11.0,2043060840,11722031104,609.7560975609756
8.0,1955363568,11722031104,608.6427267194157
14.0,1378854000,11722031104,637.9585326953749
7.0,1367763288,11722031104,641.2311638345624
5.0,10900125976,11739332608,613.3088009812941
3.0,10105095616,11739332608,600.9615384615385
9.0,8174544264,11739332608,616.5228113440197
6.0,8099175056,11739332608,611.0601894286588
1.0,9863377984,11754536960,629.5247088448222
0.0,9163892680,11754536960,637.3486297004462
4.0,7325937368,11754536960,635.3240152477764
15.0,6593013576,11754536960,622.0839813374805
10.0,4722459104,11754536960,609.570252971655
12.0,4689103080,11754536960,649.9837504062399
16.0,4022482928,11754536960,611.6207951070336
18.0,3978896152,11754536960,625.1953735542357
2.0,3814641768,11754536960,628.1407035175879
13.0,3727241344,11754536960,617.8560395427866
7.0,3125298240,11754536960,644.3298969072165
14.0,3016240784,11754536960,641.4368184733804
17.0,2841782664,11754536960,619.0034045187249
5.0,2786394344,11754536960,656.5988181221273
11.0,2348959000,11754536960,614.4393241167435
8.0,1660504248,11754536960,602.0469596628537
3.0,9510069824,11751391232,595.2380952380952
6.0,8952122952,11751391232,623.0529595015577
9.0,7912701136,11751391232,600.2400960384153
1.0,1205975408,11768168448,644.122383252818
0.0,10473419688,11765022720,634.7191367819739
4.0,10243750072,11765022720,666.8889629876626
15.0,7524892272,11765022720,625.3908692933084
12.0,5837045344,11765022720,629.3266205160478
5.0,5431396176,11765022720,663.3499170812604
10.0,5212078080,11765022720,617.0934896636841
7.0,5200841280,11765022720,648.7187804086929
16.0,5048054640,11765022720,628.1407035175879
14.0,5014634216,11765022720,648.9292667099286
