copy_id,@freememory,@totalmemory,@datarate
2.0,7947022248,10022813696,437.1584699453552
0.0,7403442928,10022813696,430.38519474930064
5.0,6934849808,10022813696,441.8912947414936
6.0,6911684968,10022813696,448.7323311644604
10.0,6766354688,10022813696,467.07146193367583
11.0,6754868568,10022813696,472.8132387706856
7.0,6478279904,10022813696,447.52741105392704
4.0,6274512088,10022813696,428.8164665523156
1.0,6174899416,10022813696,415.541242468315
9.0,6043755608,10022813696,451.56920298035675
3.0,5918977016,10022813696,419.2872117400419
13.0,5582512912,10022813696,467.8362573099415
12.0,5523565400,10022813696,462.000462000462
8.0,5511886640,10022813696,439.2708104546453
14.0,4765979872,10022813696,460.9356994699239
0.0,4612612264,11797004288,649.9837504062399
11.0,4305388288,11797004288,658.9785831960461
6.0,4079612000,11797004288,648.2982171799027
5.0,3952363064,11797004288,645.3694740238786
10.0,3740819936,11797004288,644.5375443119561
2.0,3514194264,11797004288,607.5334143377886
9.0,3288417624,11797004288,650.6180871828237
7.0,2736238736,11797004288,625.7822277847309
1.0,2312799608,11797004288,622.8589224540641
13.0,2213847736,11797004288,633.5128286347799
4.0,2185372088,11797004288,615.7635467980296
3.0,2017489256,11797004288,620.7324643078833
8.0,1805274968,11797004288,625.7822277847309
14.0,1339057392,11797004288,634.1154090044388
12.0,11350551992,11970543616,602.7727546714889
0.0,1931606448,11800150016,651.8904823989569
11.0,1482813216,11800150016,647.878198898607
5.0,10893899728,11305222144,642.0545746388443
6.0,10693820656,11305222144,636.3347120585428
2.0,10693820656,11305222144,650.6180871828237
10.0,10114628392,11305222144,630.3183107469272
9.0,9898937088,11305222144,636.7398917542184
7.0,9285439352,11305222144,633.3122229259025
13.0,8851565624,11305222144,636.9426751592357
8.0,8521593336,11305222144,639.1818472355385
4.0,7928930336,11305222144,615.1953245155337
1.0,7744376504,11305222144,605.8770069675855
14.0,7718005608,11305222144,629.7229219143577
12.0,7560274760,11305222144,637.7551020408164
3.0,7271096480,11305222144,601.1421701232341
0.0,6817256640,10389291008,653.1678641410842
11.0,6291612776,10389291008,652.5285481239804
2.0,6108581048,10389291008,666.2225183211193
5.0,5357670240,10389291008,641.2311638345624
6.0,5251629976,10389291008,642.4670735624799
10.0,4537111672,10389291008,637.1455877668047
9.0,4358482584,10389291008,638.5696040868455
7.0,3988392312,10389291008,645.9948320413437
13.0,3500593696,10389291008,644.9532408900354
8.0,2213746776,10389291008,618.2380216383308
14.0,2213746776,10389291008,639.386189258312
4.0,1689548984,10389291008,619.9628022318661
12.0,1522863968,10389291008,625.1953735542357
1.0,1344235072,10389291008,616.7129201356769
3.0,9377744568,10112991232,611.807892321811
0.0,8154697768,9314500608,661.5944426066822
2.0,7496096528,9314500608,663.3499170812604
11.0,7433719584,9314500608,656.5988181221273
5.0,6063325088,9314500608,643.5006435006435
6.0,6042871096,9314500608,645.1612903225806
10.0,5200082080,9314500608,642.6735218508998
9.0,5179039744,9314500608,647.2491909385113
7.0,4593243152,9314500608,641.6426050689765
13.0,4140801664,9314500608,642.6735218508998
14.0,2629255056,9314500608,637.3486297004462
12.0,2433985376,9314500608,649.9837504062399
4.0,2032934808,9314500608,635.5258976803304
1.0,8455434920,8816427008,620.9251785159888
8.0,8317845624,8816427008,598.2650314089142
3.0,7631701024,8816427008,619.1950464396285
0.0,5521216000,8143241216,652.9546196539341
11.0,5387256000,8143241216,669.5681285570806
2.0,5020841984,8143241216,656.8144499178982
5.0,3941855424,8143241216,666.8889629876626
6.0,3540581344,8143241216,656.8144499178982
9.0,3130589440,8143241216,668.4491978609626
7.0,7596395088,7938244608,629.3266205160478
13.0,7348994008,7938244608,632.7111673521038
14.0,6846697664,7938244608,660.9385327164574
10.0,5962864352,7938244608,574.8778384593274
12.0,5707848944,7938244608,634.9206349206349
4.0,5502931872,7938244608,639.5906619763351
1.0,4687784944,7938244608,642.0545746388443
8.0,3947594064,7938244608,624.2197253433209
3.0,3845325832,7938244608,639.7952655150352
11.0,6549644480,6985089024,666.8889629876626
2.0,5395869216,6985089024,643.915003219575
0.0,5299894832,6985089024,628.5355122564425
5.0,5256706648,6985089024,670.690811535882
6.0,4576915952,6985089024,661.1570247933885
9.0,2599514096,6985089024,619.3868070610096
14.0,1456034384,6985089024,664.0106241699867
7.0,6156706296,6814695424,623.4413965087282
13.0,7184857984,7847018496,580.8887598024978
4.0,5840786848,7847018496,590.1445854234288
12.0,5448338616,7847018496,577.2005772005772
1.0,4652312936,7847018496,581.9028222286878
3.0,4487857616,7847018496,597.0149253731344
10.0,3508986168,7847018496,532.0563979781857
8.0,3426867600,7847018496,570.7762557077625
11.0,8232206648,10609491968,612.5574272588055
5.0,7268305960,10609491968,622.66500622665
2.0,7028571248,10609491968,612.7450980392157
0.0,6521760384,10609491968,602.9544769369912
6.0,5990609648,10609491968,608.8280060882801
9.0,3027752704,10609491968,586.1664712778429
14.0,2913078376,10609491968,609.942055504727
13.0,1026793536,10609491968,633.7135614702155
7.0,10025765104,10605297664,569.313976658127
4.0,9276211152,10605297664,637.7551020408164
12.0,8591642752,10605297664,629.1286568103177
3.0,8302027040,10605297664,645.9948320413437
1.0,7564632576,10605297664,623.0529595015577
8.0,5638257592,10605297664,606.7961165048544
10.0,3416540624,10605297664,556.1735261401557
11.0,5698287800,11592531968,676.8189509306261
5.0,4860293576,11592531968,681.6632583503749
2.0,3576220760,11592531968,649.9837504062399
0.0,2374686944,11592531968,630.7158625039419
6.0,1660274256,11592531968,625.3908692933084
14.0,10745634440,11588337664,665.5574043261231
9.0,10238689536,11588337664,647.2491909385113
13.0,7328125072,11588337664,622.4712107065048
